Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC_Amazon_002,Chrome 120.0.0.0,,,26-01-2024 02:05:28,26-01-2024 02:05:43,14.329s,PASSED
,,,,,,,
Test Cases/Amazon/Amazon Home Page/Validate_Amazon_Logo_002,Chrome 120.0.0.0,Validate the amazon logo present in the left corner of the home page,,26-01-2024 02:05:29,26-01-2024 02:05:43,13.787s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,26-01-2024 02:05:30,26-01-2024 02:05:36,6.024s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 120.0.0.0,,,26-01-2024 02:05:36,26-01-2024 02:05:37,1.446s,PASSED
"click(findTestObject(""Object Repository/Amazon Pages/Validate_Amazon_Logo_002/Page_Online Shopping site in India Shop Onl_10c5f3/a_in""))",Chrome 120.0.0.0,,,26-01-2024 02:05:37,26-01-2024 02:05:42,4.896s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,26-01-2024 02:05:42,26-01-2024 02:05:43,0.616s,PASSED
